Job Title,Job Salary,Job Experience Required,Skills,Role,Location
Sales Executive," 1,75,000 - 2,25,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Delhi
Accounts Executive," 1,50,000 - 2,00,000 PA. ",1,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Executive,Hyderabad
Account Assistant," 1,00,000 - 1,50,000 PA. ",0,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Executive / Accountant,Ahmedabad
Finance Executive," 2,00,000 - 2,50,000 PA. ",1,"Financial Reporting, Taxation, Budgeting, Cost Analysis",Finance Executive,Chennai
Asp.net Developer," 3,00,000 - 6,00,000 PA. ",3,"ASP.NET, C#, SQL Server, Web Development, MVC",Software Developer,Chennai
Zonal Sales Manager," 10,00,000 - 20,00,000 PA. ",4,"Communication, CRM, Negotiation, Lead Generation",Regional Sales Manager,Ranchi
Operation Manager," 2,75,000 - 4,00,000 PA. ",2,"Operations Oversight, SOP Implementation, KPI Monitoring, Resource Allocation",Manager / Sr Manager - Administration,Delhi
Sales Manager," 4,50,000 - 5,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Delhi
Deputy Manager Accounts," 11,00,000 - 14,00,000 PA. ",9,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Manager,Delhi
Executive," 3,00,000 - 5,50,000 PA. ",2,"Communication, Coordination, Data Entry, Reporting, Office Administration",Sales Executive,Ahmedabad
Product Manager," 3,00,000 - 4,50,000 PA. ",1,"Product Strategy, Roadmap Planning, Market Research, Agile, Stakeholder Communication",Product Designer,Gurgaon
Assistant Vice President," 12,00,000 - 15,00,000 PA. ",7,"Leadership, Strategy, Team Management, Business Development, Stakeholder Management",GM-Investment Banking,Mumbai
Senior Software Engineer," 10,00,000 - 16,00,000 PA. ",3,"Programming, Software Development, Debugging, SDLC",Software Developer,Bengaluru
Java Developer," INR 1,00,000 - 3,00,000 PA.",2,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Chennai
Head," 15,00,000 - 18,00,000 PA. ",8,"Strategic Planning, Team Leadership, Budgeting, Operations, Stakeholder Management",Head / Digital Marketing,Mumbai
Team Leader," 8,00,000 - 8,50,000 PA. ",4,"Team Management, Target Achievement, Coaching, Reporting, Communication",Team Leader -(NonTechnical),Pune
HR Recruiter," 3,00,000 - 4,00,000 PA. ",1,"Recruitment, Payroll, Employee Engagement, HR Policies",Recruitment Executive,Mumbai
Magento Developer," 5,00,000 - 12,00,000 PA. ",3,"Magento, PHP, MySQL, JavaScript, eCommerce Development, API Integration",Software Developer,Delhi
Manager," 7,00,000 - 11,00,000 PA. ",3,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Compensation Manager,Gurgaon
Sr. Manager," 30,00,000 - 45,00,000 PA. ",12,"Strategic Planning, Team Management, Project Oversight, Budgeting, KPI Monitoring",Product / Brand Manager,Delhi
Android Developer," 4,00,000 - 8,00,000 PA. ",3,"Android SDK, Java, Kotlin, Mobile App Development, Firebase",Software Developer,Gurgaon
Digital Marketing Manager," 3,50,000 - 5,00,000 PA. ",4,"Digital Marketing, SEO, Content Creation, Campaign Management",Social Media Marketing Manager,Mumbai
Content Writer," 1,00,000 - 4,00,000 PA. ",2,"Networking, System Administration, Security, Technical Support, Cloud Computing",Technical Content Developer,Ahmedabad
UX Designer," 6,00,000 - 10,00,000 PA. ",2,"User Experience, Wireframing, Prototyping, Figma, User Research",User Experience Designer,Gurgaon
Executive," 4,00,000 - 8,00,000 PA. ",5,"Communication, Coordination, Data Entry, Reporting, Office Administration",Documentation / Shipping-Executive,Mumbai
Restaurant Manager," 2,00,000 - 3,50,000 PA. ",4,"Hospitality Management, Staff Supervision, Inventory, Customer Service",Restaurant Manager,Delhi
Regional Manager," 8,00,000 - 14,00,000 PA. ",8,"Territory Management, Sales Targets, Team Supervision, Strategy Execution",Regional Manager,Pune
Sales Manager," 3,00,000 - 5,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Hyderabad
Business Development Manager," 5,00,000 - 8,00,000 PA. ",3,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Noida
Sales Executive," 2,00,000 - 5,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Bengaluru
HR Executive," 3,50,000 - 4,00,000 PA. ",2,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Gurgaon
Content Writer," 3,50,000 - 8,00,000 PA. ",2,"Networking, System Administration, Security, Technical Support, Cloud Computing",Content Developer,Noida
Back End Developer," 14,00,000 - 17,00,000 PA. ",5,"Node.js, Python, SQL, REST APIs, Server-Side Logic",Software Developer,Bengaluru
Architect," 50,000 - 3,00,000 PA. ",2,"Networking, System Administration, Security, Technical Support, Cloud Computing",Architect,Pune
Branch Manager," 8,00,000 - 12,00,000 PA. ",10,"Branch Operations, Sales, Team Leadership, Compliance, Customer Relations",Branch Manager,Mumbai
Tech Lead," 8,00,000 - 12,00,000 PA. ",7,"Team Leadership, Code Review, Software Architecture, Agile",Team Lead / Technical Lead,Mumbai
Customer Relationship Manager," 4,00,000 - 7,00,000 PA. ",5,"Client Relationship, Cross-Selling, Financial Advisory, Customer Retention, Sales",CSR Manager,Delhi
Marketing Executive," 1,75,000 - 2,00,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",Business Development Manager,Bengaluru
Content Writer," 1,50,000 - 3,00,000 PA. ",1,"Networking, System Administration, Security, Technical Support, Cloud Computing",Copywriter,Mumbai
Design Engineer," 3,00,000 - 4,50,000 PA. ",1,"AutoCAD, SolidWorks, Product Design, Mechanical Design, GD&T, 3D Modeling",Design Engineer,Bengaluru
US IT Recruiter," 1,75,000 - 3,00,000 PA. ",0,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Ahmedabad
Sales Officer," 4,00,000 - 5,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Key Account Manager,Chandigarh
Project Manager," 9,50,000 - 15,00,000 PA. ",10,"Project Planning, Risk Management, Stakeholder Communication, Agile, Budgeting",Project Manager-IT,Hyderabad
Assistant Manager," 4,00,000 - 8,00,000 PA. ",5,"Team Coordination, Process Management, Reporting, Operations Support",Legal Manager,Gurgaon
AM," 7,00,000 - 10,00,000 PA. ",9,"Team Coordination, Administrative Support, Reporting, Process Handling",Sales / Business Development Manager,Chennai
Unit Sales Manager," 1,00,000 - 5,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Bengaluru
Medical Coding Jobs," 2,50,000 - 5,00,000 PA. ",0,"ICD-10, CPT, HCPCS, Medical Terminology, Billing, Healthcare Compliance",Medical Officer,Chennai
Business Development Manager," 50,000 - 2,50,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Bengaluru
Enterprise Account Manager," 9,00,000 - 16,00,000 PA. ",11,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Business Development Manager,Mumbai
Area Sales Manager," 3,50,000 - 4,50,000 PA. ",4,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Pune
Senior UI Developer," 10,00,000 - 20,00,000 PA. ",6,"HTML, CSS, JavaScript, UI Frameworks, UX Principles",Software Developer,Pune
HR Executive," 2,00,000 - 6,50,000 PA. ",0,"Recruitment, Payroll, Employee Engagement, HR Policies",Recruitment Executive,Delhi
Senior HR Executive," 2,00,000 - 5,00,000 PA. ",4,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Mumbai
Senior Executive," 3,50,000 - 5,50,000 PA. ",5,"Team Support, Reporting, Client Handling, Communication, Coordination",Quality Control Executive,Chennai
IT Recruiter," 1,00,000 - 2,75,000 PA. ",1,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Pune
Recruitment Executive," 1,25,000 - 2,50,000 PA. ",0,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Ahmedabad
IOS Developer," 1,75,000 - 6,00,000 PA. ",1,"Swift, Xcode, iOS SDK, UIKit, Cocoa Touch, Mobile App Development",Software Developer,Mumbai
Guest Relation Executive," 2,75,000 - 3,50,000 PA. ",3,"Customer Service, Front Desk, Hospitality, Communication",Guest Relations Executive,Mumbai
Java J2Ee Developer," 7,00,000 - 12,00,000 PA. ",7,"Java, J2EE, Spring, Hibernate, REST APIs",Software Developer,Pune
Pre Sales Executive," 1,75,000 - 3,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Pune
Business Development Executive," 2,00,000 - 3,00,000 PA. ",0,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Noida
Inside Sales Executive," 3,50,000 - 6,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Gurgaon
Copywriter," 2,00,000 - 3,00,000 PA. ",0,"Networking, System Administration, Security, Technical Support, Cloud Computing",Copywriter,Delhi
Business Development," 6,00,000 - 8,00,000 PA. ",4,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Gurgaon
Urgent Requirement," 12,00,000 - 16,00,000 PA. ",3,"Support Role, Admin, Coordination, Office Tasks",Medical Writing,Ahmedabad
Social Media Manager," 4,00,000 - 6,00,000 PA. ",2,"Social Media Strategy, Content Creation, Analytics, Branding",Social Media Marketing Manager,Noida
Relationship Manager," 4,25,000 - 5,00,000 PA. ",1,"Client Relationship, Cross-Selling, Financial Advisory, Customer Retention, Sales",Business Development Manager,Hyderabad
Business Manager," 3,00,000 - 5,00,000 PA. ",3,"Business Strategy, Team Leadership, Client Relationship Management",Business Development Manager,Hyderabad
Software Engineer," 2,00,000 - 6,00,000 PA. ",1,"Programming, Software Development, Debugging, SDLC",Testing Engineer,Noida
Manager," 4,25,000 - 8,50,000 PA. ",3,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",BD Manager,Mumbai
Channel Sales Manager," 6,00,000 - 10,00,000 PA. ",6,"Communication, CRM, Negotiation, Lead Generation",Assistant Manager / Manager-(NonTechnical),Hyderabad
Urgent Opening for Team Leader," 3,00,000 - 5,50,000 PA. ",4,"Team Leadership, Operations, Reporting, KPI Management",Team Leader -(NonTechnical),Mumbai
Sales Manager," 3,50,000 - 7,50,000 PA. ",3,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Bengaluru
Logistics Executive," 3,00,000 - 3,75,000 PA. ",3,"Supply Chain, Inventory, Transportation, ERP Systems",Logistics Executive,Mumbai
HR Manager," 9,50,000 - 11,00,000 PA. ",8,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Manager,Bengaluru
Sr. Sales Executive," 5,00,000 - 8,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Hyderabad
Medical Representative," 2,00,000 - 4,50,000 PA. ",1,"Pharmaceutical Sales, Product Promotion, Client Relationship, Territory Management",Medical Representative,Bengaluru
Finance Executive," 5,50,000 - 8,00,000 PA. ",3,"Financial Reporting, Taxation, Budgeting, Cost Analysis",Finance Executive,Delhi
Sales Associate," 2,00,000 - 4,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Hyderabad
Operations Manager," 2,00,000 - 4,00,000 PA. ",1,"Process Improvement, Team Leadership, Budget Management, Logistics, Vendor Management",Manager / Sr Manager - Administration,Delhi
Day Shift," 1,00,000 - 2,00,000 PA. ",0,"General Office Duties, Communication, Customer Handling",HR Executive,Delhi
Software Engineer," 8,00,000 - 14,00,000 PA. ",2,"Programming, Software Development, Debugging, SDLC",Software Developer,Gurgaon
HR Executive," 1,25,000 - 2,00,000 PA. ",0,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Mumbai
Sales Executive," 1,50,000 - 2,25,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Delhi
Business Analyst," 3,00,000 - 3,50,000 PA. ",0,"Requirement Gathering, Business Process Analysis, Stakeholder Communication, Data Analysis",Business Analyst,Pune
Hybrid Mobile Application Developer," 90,000 - 2,00,000 PA. ",1,"Ionic, Flutter, React Native, Mobile APIs, UI Design",Software Developer,Kolkata
Content Writer," 2,50,000 - 6,00,000 PA. ",2,"Networking, System Administration, Security, Technical Support, Cloud Computing",Content Developer,Mumbai
IT Recruiter," 3,25,000 - 5,00,000 PA. ",1,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Bengaluru
Hiring For IT Recruiter," 50,000 - 3,00,000 PA. ",0,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Hyderabad
Software Engineer," 2,00,000 - 5,00,000 PA. ",2,"Programming, Software Development, Debugging, SDLC",Software Developer,Chennai
Business Development Associate," 2,50,000 - 4,50,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Pune
Business Analyst," 9,00,000 - 19,00,000 PA. ",9,"Requirement Gathering, Business Process Analysis, Stakeholder Communication, Data Analysis",Business Alliances Manager,Noida
GM," 35,00,000 - 40,00,000 PA. ",12,"Strategic Operations, Team Leadership, Business Planning, Budget Management",GM-HR,Mumbai
Territory Sales Manager," 2,00,000 - 3,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Mumbai
Senior Associate," 6,00,000 - 9,00,000 PA. ",1,"Reporting, Documentation, Coordination, Client Interaction",Finance Executive,Gurgaon
Front Office Executive," 2,00,000 - 3,25,000 PA. ",0,"Reception Handling, Visitor Management, Scheduling, Communication",Executive / Sr Executive - Facility Management,Pune
Process Trainer," INR 2,25,000 - 6,00,000 PA.",2,"Training Delivery, SOP Development, Process Improvement, Coaching",Process Trainer,Mumbai
Business Development Executive," 2,00,000 - 2,25,000 PA. ",0,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Corporate Communication Executive,Pune
Assistant Manager," 3,00,000 - 6,00,000 PA. ",2,"Team Coordination, Process Management, Reporting, Operations Support",Assistant / Associate Marketing Manager,Gurgaon
Team Leader Operations," 2,00,000 - 3,75,000 PA. ",1,"Operations Oversight, Team Supervision, SLA Management",Team Leader -(NonTechnical),Bengaluru
Marketing Executive," 3,50,000 - 4,00,000 PA. ",1,"Digital Marketing, SEO, Content Creation, Campaign Management",Direct Marketing Executive,Bengaluru
Senior Business Development Manager," 12,00,000 - 15,00,000 PA. ",12,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Chennai
UI Developer," 6,00,000 - 10,00,000 PA. ",5,"HTML, CSS, JavaScript, React, UI/UX Design, Responsive Design",Software Developer,Bengaluru
Senior Java Developer," 6,00,000 - 14,00,000 PA. ",6,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Hyderabad
Customer Service Executive," 1,25,000 - 2,50,000 PA. ",0,"Customer Support, Call Handling, CRM, Issue Resolution",Telemarketing Executive,Bengaluru
HR Executive Generalist," 2,50,000 - 4,00,000 PA. ",0,"Recruitment, Payroll, Employee Engagement, HR Policies",Payroll Executive,Bengaluru
Sales Officer," 1,25,000 - 2,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Bengaluru
Home Loan Executive," 2,00,000 - 5,00,000 PA. ",1,"Loan Processing, Customer Interaction, Document Verification",Home Loans,Bengaluru
Technical Support," 2,00,000 - 5,00,000 PA. ",1,"Troubleshooting, Customer Service, Hardware Support, Software Support",Senior Associate -(Technical),Gurgaon
Assistant Manager Operations," INR 3,00,000 - 5,00,000 PA.",6,"Operations Support, Process Improvement, Team Supervision, Reporting",F&B Manager,Ahmedabad
CTC 3," 3,00,000 - 7,00,000 PA. ",1,"Office Work, Communication, Documentation",Sales / Business Development Manager,Mumbai
Net Developer," 50,000 - 3,00,000 PA. ",1,"ASP.NET, C#, MVC, SQL Server, Visual Studio",Software Developer,Mumbai
US IT Recruiter," INR 3,50,000 - 8,50,000 PA.",1,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Indore
Business Development Executive," 3,00,000 - 6,00,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Sales Executive,Delhi
HR Head," 7,00,000 - 9,00,000 PA. ",8,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Manager,Ahmedabad
Urgent Opening For Sales," 2,00,000 - 7,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales,Noida
